name_cn,name_en
"拉科斯塔大学","University of la Costa"
"格洛斯特郡大学","University of Gloucestershire"
"戈尔根农业科学与自然资源大学","Gorgan University of Agricultural Sciences and Natural Resources"
"桂兰医科大学","Guilan University of Medical Sciences"
"白沙瓦伊斯兰学院","Islamia College Peshawar"
"杰皮信息技术大学","Jaypee University of Information Technology"
"沙赫里科德医科大学","Shahrekord University of Medical Sciences"
"斯里玛塔瓦伊什诺黛维大学","Shri Mata Vaishno Devi University"
"空间技术研究所","Institute of Space Technology"
"ZHAW 苏黎世应用科技大学","ZHAW Zurich University of Applied Sciences"
"西迪贝勒阿巴斯吉拉利利亚贝斯大学","Université Djillali Liabès de Sidi Bel-Abbès"
"古鲁·加西达斯·维什瓦维迪亚拉亚","Guru Ghasidas Vishwavidyalaya"
"卡纳塔克大学达瓦德","Karnatak University Dharwad"
"科哈特科技大学","Kohat University of Science and Technology"
"迈赫兰工程技术大学，贾姆肖罗，巴基斯坦","Mehran University of Engineering and Technology, Jamshoro, Pakistan"
"米尔普尔科技大学","Mirpur University of Science and Technology"
"乌尔米亚理工大学","Urmia University of Technology"
"西伦敦大学","University of West London"
"白沙瓦农业大学","The University of Agriculture, Peshawar"
"阿拉梅塔巴塔巴大学","Allameh Tabataba ’i University"
"卡迪西亚大学","University of Al-Qadisiyah"
"博茨瓦纳国际科技大学 (BIUST)","Botswana International University of Science and Technology (BIUST)"
"B.S.阿卜杜尔·拉赫曼新月科学技术研究所","B. S. Abdur Rahman Crescent Institute of Science and Technology"
"印度班加罗尔基督大学","Christ University Bengaluru India"
"迪亚拉大学","University of Diyala"
"拉合尔教育大学","University of Education, Lahore"
"霍尔木兹甘大学","University of Hormozgan"
"兵库医科大学","Hyogo Medical University"
"卡伦亚技术与科学研究所","Karunya Institute of Technology and Sciences"
"哈尔科夫航空学院","Kharkiv Aviation Institute"
"洛约拉大学","Universidad Loyola"
"卢索福纳大学","Universidade Lusófona"
"斋浦尔马尼帕尔大学","Manipal University Jaipur"
"索非亚医科大学","Medical University of Sofia"
"克拉约瓦医药大学","University of Medicine and Pharmacy of Craiova"
"斯利那加国立理工学院","National Institute of Technology Srinagar"
"库姆大学","University of Qom"
"沙希德·萨多吉医科大学","Shahid Sadoughi University of Medical Sciences"
"斯基克达大学","Université de Skikda"
"蒂亚加拉贾尔工程学院","Thiagarajar College of Engineering"
"伏尔加格勒国立大学","Volgograd State University"
"阿卜杜勒哈米德·伊本·巴迪斯·穆斯塔加奈姆大学","University Abdelhamid Ibn Badis Mostaganem"
"阿菲巴巴洛拉大学","Afe Babalola University"
"安卡拉耶尔德勒姆贝亚泽特大学","Ankara Yildirim Beyazit University"
"安东尼奥·纳里尼奥大学","Antonio Nariño University"
"巴特纳大学 2","University of Batna 2"
"伯纳多·奥希金斯大学","Bernardo O’Higgins University"
"巴拉斯高等教育与研究学院","Bharath Institute of Higher Education and Research"
"巴拉蒂维迪亚佩斯大学","Bharati Vidyapeeth University"
"比莱吉克·塞赫埃德巴里大学","Bilecik Şeyh Edebali University"
"布尔萨技术大学","Bursa Technical University"
"卡尔达斯大学","University of Caldas"
"坎基里空手道大学","Çankırı Karatekin University"
"莫莱天主教大学","Universidad Católica del Maule"
"塞尔索苏科达丰塞卡联邦教育技术中心 (CEFET-RJ)","Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ)"
"车里雅宾斯克国立大学","Chelyabinsk State University"
"发展研究大学","University for Development Studies"
"哈西巴·本博阿利 Chlef 大学","Hassiba Benbouali University of Chlef"
"印度斯坦技术与科学研究所","Hindustan Institute of Technology and Science"
"伊兹密尔经济大学","Izmir University of Economics"
"凯尔采扬·科查诺夫斯基大学","Jan Kochanowski University in Kielce"
"吉杰勒大学","University of Jijel"
"卡斯迪梅尔巴瓦尔格拉大学","Université Kasdi Merbah Ouargla"
"卡斯塔莫努大学","Kastamonu University"
"凯拉尼亚大学","University of Kelaniya"
"基尔谢希尔阿希埃夫兰大学","Kırşehir Ahi Evran University"
"拉格瓦特大学","University of Laghouat"
"洛斯拉各斯大学","University of Los Lagos"
"睫毛膏大学","University of Mascara"
"市长大学","Universidad Mayor"
"中等技术大学","Middle Technical University"
"穆莱伊斯梅尔大学","Moulay Ismail University"
"奈良女子大学","Nara Women’s University"
"国立航空大学","National Aviation University"
"哥斯达黎加国立大学","National University of Costa Rica"
"国立医科大学 (NUMS)","National University of Medical Sciences (NUMS)"
"台中科技大学","National Taichung University of Science and Technology"
"NED工程技术大学","NED University of Engineering and Technology"
"泗水国立大学","Universitas Negeri Surabaya"
"尼德奥梅尔哈利斯德米尔大学","Niğde Ömer Halisdemir University"
"伯罗奔尼撒大学","University of the Peloponnese"
"托卡特·加齐奥斯曼帕萨大学","Tokat Gaziosmanpaşa University"
"东京城市大学","Tokyo City University"
"东京电机大学","Tokyo Denki University"
"东京医科大学","Tokyo Medical University"
"东京农业大学","Tokyo University of Agriculture"
"东京海洋科学技术大学","Tokyo University of Marine Science and Technology"
"东京药学生命科学大学","Tokyo University of Pharmacy and Life Sciences"
"东京女子医科大学","Tokyo Women's Medical University"
"托木斯克州立控制系统与无线电电子大学","Tomsk State University of Control Systems and Radioelectronics"
"丰桥工业大学（TUT）","Toyohashi University of Technology (TUT)"
"特里布万大学","Tribhuvan University"
"茨瓦尼科技大学","Tshwane University of Technology"
"慈济大学","Tzu Chi University"
"乌法国立航空技术大学","Ufa State Aviation Technical University"
"美国国防医科大学","Uniformed Services University of the Health Sciences"
"Unisinos大学","Unisinos University"
"墨西哥阿那瓦克大学","Universidad Anáhuac México"
"克雷塔罗自治大学","Universidad Autónoma de Querétaro"
"圣路易斯波托西自治大学","Universidad Autónoma de San Luis de Potosí"
"尤卡坦自治大学","Universidad Autonoma de Yucatan"
"莫雷洛斯自治大学","Universidad Autónoma del Estado de Morelos"
"伯纳多·奥希金斯大学","Universidad Bernardo O'Higgins"
"玻利维亚天主教大学“圣巴勃罗”","Universidad Católica Boliviana "San Pablo""
"哥伦比亚天主教大学","Universidad Católica de Colombia"
"瓜亚基尔圣地亚哥天主教大学","Universidad Católica de Santiago de Guayaquil"
"厄瓜多尔中央大学","Universidad Central del Ecuador"
"阿尔梅里亚大学","Universidad de Almeria"
"加的斯大学","Universidad de Cadiz"
"坎塔布里亚大学","Universidad de Cantabria"
"科尔多瓦大学 - 哥伦比亚","Universidad de Córdoba - Colombia"
"埃斯特雷马杜拉大学","Universidad de Extremadura"
"韦尔瓦大学","Universidad de Huelva"
"哈恩大学","Universidad de Jaen"
"拉里奥哈大学","Universidad de La Rioja"
"厄瓜多军事理工学院","Universidad de las Fuerzas Armadas – ESPE"
"大加那利岛拉斯帕尔马斯大学","Universidad de Las Palmas de Gran Canaria"
"洛斯安第斯大学-（ULA）梅里达","Universidad de Los Andes - (ULA) Mérida"
"马拉加大学","Universidad de Malaga"
"麦德林大学","Universidad de Medellín"
"索诺拉大学","Universidad de Sonora"
"太平洋大学","Universidad del Pacífico"
"萨尔瓦多大学","Universidad del Salvador"
"圣安德烈斯市长大学 (UMSA)","Universidad Mayor de San Andrés (UMSA)"
"圣尼古拉斯·德·伊达尔戈大学","Universidad Michoacana de San Nicolas de Hidalgo"
"米格尔·埃尔南德斯·埃尔切大学","Universidad Miguel Hernandez de Elche"
"洪都拉斯国立自治大学 (UNAH)","Universidad Nacional Autónoma de Honduras (UNAH)"
"国民教育大学（UNED）","Universidad Nacional de Educacion a Distancia (UNED)"
"国立德拉松森大学","Universidad Nacional de la Asunción"
"玛德普拉塔国立大学","Universidad Nacional de Mar del Plata"
"奎尔姆斯国立大学","Universidad Nacional de Quilmes"
"Universidad Nacional","Universidad Nacional de Río Cuarto - UNRC"
"国立塔库马大学","Universidad Nacional de Tucumà¡n"
"卡塔赫纳政治大学","Universidad Politecnica de Cartagena"
"慈幼理工大学","Universidad Politécnica Salesiana"
"圣伊格纳西奥德洛约拉大学","Universidad San Ignacio de Loyola"
"西蒙玻利瓦尔大学（USB）","Universidad Simón Bolívar (USB)"
"玻利瓦尔理工大学","Universidad Tecnológica de Bolívar"
"哈瓦那理工大学 José Antonio","Universidad Tecnológica de la Habana José Antonio Echeverría, Cujae"
"佩雷拉理工大学","Universidad Tecnológica de Pereira"
"韦拉克鲁萨纳大学","Universidad Veracruzana"
"西巴拉那州立大学（Unioeste）","Universidade Estadual do Oeste do Paraná (Unioeste)"
"格兰德杜拉多斯联邦大学","Universidade Federal da Grande Dourados"
"帕拉伊巴联邦大学","Universidade Federal da Paraíba"
"坎皮纳格兰德联邦大学","Universidade Federal de Campina Grande"
"圣若昂德雷联邦大学","Universidade Federal de Sao Joao del-Rei"
"里约格兰德联邦大学","Universidade Federal do Rio Grande"
"特里安古洛米内罗联邦大学","Universidade Federal do Triângulo Mineiro"
"里约热内卢联邦农村大学（UFRRJ）","Universidade Federal Rural do Rio de Janeiro (UFRRJ)"
"联邦半干旱农村大学","Universidade Federal Rural do Semi-Arido"
"Nove de Julho大学（Uninove）","Universidade Nove de Julho (Uninove)"
"巴拉那联邦理工大学","Universidade Tecnologica Federal do Parana"
"威尼斯大学佛卡利分校","Universita Ca Foscari Venezia"
"圣尼古拉-贝内文托大学","Università degli Studi del Sannio-Benevento"
"佩鲁贾研究大学","Università degli Studi di Perugia"
"坎帕尼亚大学凡维特里","Universita della Campania Vanvitelli"
"布拉威再也大学","Universitas Brawijaya"
"哈山努丁大学","Universitas Hasanuddin"
"素叻大学穆罕默迪耶大学","Universitas Muhammadiyah Surakarta"
"赫罗纳大学","Universitat de Girona"
"巴利阿里大学","Universitat de les Illes Balears"
"加泰罗尼亚国际大学","Universitat Internacional de Catalunya"
"卡塞尔大学","Universitat Kassel"
"特里尔大学","Universitat Trier"
"蒂米什瓦拉大学/西蒂米什瓦拉大学","Universitatea de Vest din Timisoara /  West University of Timisoara"
"巴吉·莫赫塔尔大学-安纳巴","Université Badji Mokhtar--Annaba"
"勃艮第-弗朗什-孔泰大学","Universite Bourgogne Franche-Comte (ComUE)"
"里尔戴高乐大学3","Université Charles-de-Gaulle Lille 3"
"联邦大学伦纳德·德·芬奇","Universite Confederale Leonard de Vinci"
"布雷斯特大学","Universite de Brest"
"卡昂巴斯-诺曼底大学","Université de Caen Basse-Normandie"
"迦太基大学","Universite de Carthage"
"塞尔吉·蓬图瓦兹大学","Université de Cergy-Pontoise"
"阿尔萨斯大学（UHA）","Universite de Haute-Alsace (UHA)"
"马努巴大学","Université de la Manouba"
"罗谢尔大学","Université de La Rochelle"
"里昂大学","Universite de Lyon (ComUE)"
"莫纳斯提尔大学","Universite de Monastir"
"巴黎大学","Université de Paris"
"图卢兹第二大学","Université de Toulouse II-Le Mirail"
